data_download_start_utc=2026-05-14T04:57:57Z
data_download_done_utc=2026-05-14T04:57:57Z
train_start_utc=2026-05-14T04:57:57Z
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] 
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] *****************************************
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] *****************************************
[Gloo] Rank 0 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 1 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 2 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 3 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 4 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 5 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 7[Gloo] Rank  is connected to 76 peer ranks.  is connected to Expected number of connected peer ranks is : 77 peer ranks. 
Expected number of connected peer ranks is : 7
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 72944.42it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 76959.71it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 52924.97it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 9341.43it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 6641.81it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 9805.50it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 73908.44it/s]
logs/4b45738b-1c0f-404b-a2a0-c4c74067ba57.txt
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 5385.94it/s]
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 478, 479, 480, 481, 958, 959, 960, 961, 1438, 1439, 1440, 1441] for warmup
Resetting Model
step:0/1480 val_loss:10.8314 train_time:0ms step_avg:0.03ms
step:1/1480 train_time:51ms step_avg:51.20ms
step:1345/1480 train_time:70528ms step_avg:52.44ms
step:1346/1480 train_time:70609ms step_avg:52.46ms
step:1347/1480 train_time:70688ms step_avg:52.48ms
step:1348/1480 train_time:70769ms step_avg:52.50ms
step:1349/1480 train_time:70847ms step_avg:52.52ms
step:1350/1480 train_time:70930ms step_avg:52.54ms
step:1351/1480 train_time:71007ms step_avg:52.56ms
step:1352/1480 train_time:71089ms step_avg:52.58ms
step:1353/1480 train_time:71169ms step_avg:52.60ms
step:1354/1480 train_time:71250ms step_avg:52.62ms
step:1355/1480 train_time:71327ms step_avg:52.64ms
step:1356/1480 train_time:71409ms step_avg:52.66ms
step:1357/1480 train_time:71487ms step_avg:52.68ms
step:1358/1480 train_time:71569ms step_avg:52.70ms
step:1359/1480 train_time:71646ms step_avg:52.72ms
step:1360/1480 train_time:71727ms step_avg:52.74ms
step:1361/1480 train_time:71804ms step_avg:52.76ms
step:1362/1480 train_time:71886ms step_avg:52.78ms
step:1363/1480 train_time:71964ms step_avg:52.80ms
step:1364/1480 train_time:72044ms step_avg:52.82ms
step:1365/1480 train_time:72121ms step_avg:52.84ms
step:1366/1480 train_time:72201ms step_avg:52.86ms
step:1367/1480 train_time:72279ms step_avg:52.87ms
step:1368/1480 train_time:72360ms step_avg:52.89ms
step:1369/1480 train_time:72436ms step_avg:52.91ms
step:1370/1480 train_time:72518ms step_avg:52.93ms
step:1371/1480 train_time:72594ms step_avg:52.95ms
step:1372/1480 train_time:72674ms step_avg:52.97ms
step:1373/1480 train_time:72750ms step_avg:52.99ms
step:1374/1480 train_time:72831ms step_avg:53.01ms
step:1375/1480 train_time:72910ms step_avg:53.03ms
step:1376/1480 train_time:72992ms step_avg:53.05ms
step:1377/1480 train_time:73070ms step_avg:53.06ms
step:1378/1480 train_time:73152ms step_avg:53.09ms
step:1379/1480 train_time:73229ms step_avg:53.10ms
step:1380/1480 train_time:73313ms step_avg:53.13ms
step:1381/1480 train_time:73389ms step_avg:53.14ms
step:1382/1480 train_time:73470ms step_avg:53.16ms
step:1383/1480 train_time:73549ms step_avg:53.18ms
step:1384/1480 train_time:73629ms step_avg:53.20ms
step:1385/1480 train_time:73708ms step_avg:53.22ms
step:1386/1480 train_time:73789ms step_avg:53.24ms
step:1387/1480 train_time:73867ms step_avg:53.26ms
step:1388/1480 train_time:73949ms step_avg:53.28ms
step:1389/1480 train_time:74026ms step_avg:53.29ms
step:1390/1480 train_time:74109ms step_avg:53.32ms
step:1391/1480 train_time:74186ms step_avg:53.33ms
step:1392/1480 train_time:74268ms step_avg:53.35ms
step:1393/1480 train_time:74346ms step_avg:53.37ms
step:1394/1480 train_time:74428ms step_avg:53.39ms
step:1395/1480 train_time:74506ms step_avg:53.41ms
step:1396/1480 train_time:74587ms step_avg:53.43ms
step:1397/1480 train_time:74665ms step_avg:53.45ms
step:1398/1480 train_time:74747ms step_avg:53.47ms
step:1399/1480 train_time:74824ms step_avg:53.48ms
step:1400/1480 train_time:74904ms step_avg:53.50ms
step:1401/1480 train_time:74981ms step_avg:53.52ms
step:1402/1480 train_time:75063ms step_avg:53.54ms
step:1403/1480 train_time:75140ms step_avg:53.56ms
step:1404/1480 train_time:75219ms step_avg:53.57ms
step:1405/1480 train_time:75296ms step_avg:53.59ms
step:1406/1480 train_time:75378ms step_avg:53.61ms
step:1407/1480 train_time:75455ms step_avg:53.63ms
step:1408/1480 train_time:75535ms step_avg:53.65ms
step:1409/1480 train_time:75613ms step_avg:53.66ms
step:1410/1480 train_time:75693ms step_avg:53.68ms
step:1411/1480 train_time:75770ms step_avg:53.70ms
step:1412/1480 train_time:75852ms step_avg:53.72ms
step:1413/1480 train_time:75928ms step_avg:53.74ms
step:1414/1480 train_time:76010ms step_avg:53.76ms
step:1415/1480 train_time:76087ms step_avg:53.77ms
step:1416/1480 train_time:76170ms step_avg:53.79ms
step:1417/1480 train_time:76248ms step_avg:53.81ms
step:1418/1480 train_time:76329ms step_avg:53.83ms
step:1419/1480 train_time:76408ms step_avg:53.85ms
step:1420/1480 train_time:76489ms step_avg:53.87ms
step:1421/1480 train_time:76567ms step_avg:53.88ms
step:1422/1480 train_time:76649ms step_avg:53.90ms
step:1423/1480 train_time:76725ms step_avg:53.92ms
step:1424/1480 train_time:76806ms step_avg:53.94ms
step:1425/1480 train_time:76882ms step_avg:53.95ms
step:1426/1480 train_time:76965ms step_avg:53.97ms
step:1427/1480 train_time:77041ms step_avg:53.99ms
step:1428/1480 train_time:77122ms step_avg:54.01ms
step:1429/1480 train_time:77200ms step_avg:54.02ms
step:1430/1480 train_time:77279ms step_avg:54.04ms
step:1431/1480 train_time:77356ms step_avg:54.06ms
step:1432/1480 train_time:77437ms step_avg:54.08ms
step:1433/1480 train_time:77513ms step_avg:54.09ms
step:1434/1480 train_time:77594ms step_avg:54.11ms
step:1435/1480 train_time:77672ms step_avg:54.13ms
step:1436/1480 train_time:77753ms step_avg:54.15ms
step:1437/1480 train_time:77829ms step_avg:54.16ms
step:1438/1480 train_time:77910ms step_avg:54.18ms
step:1439/1480 train_time:77988ms step_avg:54.20ms
step:1440/1480 train_time:78070ms step_avg:54.22ms
step:1441/1480 train_time:78151ms step_avg:54.23ms
step:1442/1480 train_time:78235ms step_avg:54.25ms
step:1443/1480 train_time:78313ms step_avg:54.27ms
step:1444/1480 train_time:78394ms step_avg:54.29ms
step:1445/1480 train_time:78471ms step_avg:54.31ms
step:1446/1480 train_time:78553ms step_avg:54.32ms
step:1447/1480 train_time:78630ms step_avg:54.34ms
step:1448/1480 train_time:78713ms step_avg:54.36ms
step:1449/1480 train_time:78790ms step_avg:54.38ms
step:1450/1480 train_time:78873ms step_avg:54.39ms
step:1451/1480 train_time:78951ms step_avg:54.41ms
step:1452/1480 train_time:79033ms step_avg:54.43ms
step:1453/1480 train_time:79111ms step_avg:54.45ms
step:1454/1480 train_time:79193ms step_avg:54.47ms
step:1455/1480 train_time:79271ms step_avg:54.48ms
step:1456/1480 train_time:79353ms step_avg:54.50ms
step:1457/1480 train_time:79430ms step_avg:54.52ms
step:1458/1480 train_time:79512ms step_avg:54.54ms
step:1459/1480 train_time:79590ms step_avg:54.55ms
step:1460/1480 train_time:79672ms step_avg:54.57ms
step:1461/1480 train_time:79750ms step_avg:54.59ms
step:1462/1480 train_time:79833ms step_avg:54.61ms
step:1463/1480 train_time:79911ms step_avg:54.62ms
step:1464/1480 train_time:79993ms step_avg:54.64ms
step:1465/1480 train_time:80071ms step_avg:54.66ms
step:1466/1480 train_time:80154ms step_avg:54.68ms
step:1467/1480 train_time:80231ms step_avg:54.69ms
step:1468/1480 train_time:80312ms step_avg:54.71ms
step:1469/1480 train_time:80390ms step_avg:54.72ms
step:1470/1480 train_time:80472ms step_avg:54.74ms
step:1471/1480 train_time:80549ms step_avg:54.76ms
step:1472/1480 train_time:80631ms step_avg:54.78ms
step:1473/1480 train_time:80710ms step_avg:54.79ms
step:1474/1480 train_time:80792ms step_avg:54.81ms
step:1475/1480 train_time:80871ms step_avg:54.83ms
step:1476/1480 train_time:80953ms step_avg:54.85ms
step:1477/1480 train_time:81030ms step_avg:54.86ms
step:1478/1480 train_time:81112ms step_avg:54.88ms
step:1479/1480 train_time:81190ms step_avg:54.90ms
step:1480/1480 train_time:81272ms step_avg:54.91ms
step:1480/1480 val_loss:3.2791 train_time:81361ms step_avg:54.97ms
peak memory allocated: 31344 MiB reserved: 44286 MiB
train_done_utc=2026-05-14T05:06:39Z
rc=0
